버스정류장ars번호,시간대,승차비율,하차비율
11245,19,0.0,0.0
11245,20,0.0,0.0
11245,21,0.0,0.0
11245,22,0.0,0.0
11246,0,0.0,0.0
11246,1,0.0,0.0
11246,2,0.0,0.0
11246,3,0.0,0.0
11246,4,100.0,100.0
11246,6,0.0,0.0
11246,7,0.0,0.0
11246,8,0.0,0.0
11246,9,0.0,0.0
11246,10,0.0,0.0
11246,11,0.0,0.0
11246,12,0.0,0.0
11246,13,0.0,0.0
11246,14,0.0,0.0
11246,15,0.0,0.0
11246,16,0.0,0.0
11246,17,0.0,0.0
11246,18,0.0,0.0
11246,19,0.0,0.0
11246,20,0.0,0.0
11246,21,0.0,0.0
11246,22,0.0,0.0
11255,0,0.0,0.0
11255,1,0.0,0.0
11255,2,0.0,0.0
11255,3,0.0,0.0
11255,4,0.0,0.0
11255,6,100.0,100.0
11255,7,0.0,0.0
11255,8,0.0,0.0
11255,9,0.0,0.0
11255,10,0.0,0.0
11255,11,0.0,0.0
11255,12,0.0,0.0
11255,13,0.0,0.0
11255,14,0.0,0.0
11255,15,0.0,0.0
11255,16,0.0,0.0
11255,17,0.0,0.0
11255,18,0.0,0.0
11255,19,0.0,0.0
11255,20,0.0,0.0
11255,21,0.0,0.0
11255,22,0.0,0.0
11256,0,0.0,0.0
11256,1,0.0,0.0
11256,2,0.0,0.0
11256,3,0.0,0.0
11256,4,0.0,0.0
11256,6,100.0,100.0
11256,7,0.0,0.0
11256,8,0.0,0.0
11256,9,0.0,0.0
11256,10,0.0,0.0
11256,11,0.0,0.0
11256,12,0.0,0.0
11256,13,0.0,0.0
11256,14,0.0,0.0
11256,15,0.0,0.0
11256,16,0.0,0.0
11256,17,0.0,0.0
11256,18,0.0,0.0
11256,19,0.0,0.0
11256,20,0.0,0.0
11256,21,0.0,0.0
11256,22,0.0,0.0
11257,0,0.0,0.0
11257,1,0.0,0.0
11257,2,0.0,0.0
11257,3,0.0,0.0
11257,4,0.0,0.0
11257,6,100.0,100.0
11257,7,0.0,0.0
11257,8,0.0,0.0
11257,9,0.0,0.0
11257,10,0.0,0.0
11257,11,0.0,0.0
11257,12,0.0,0.0
11257,13,0.0,0.0
11257,14,0.0,0.0
11257,15,0.0,0.0
11257,16,0.0,0.0
11257,17,0.0,0.0
11257,18,0.0,0.0
11257,19,0.0,0.0
11257,20,0.0,0.0
11257,21,0.0,0.0
11257,22,0.0,0.0
11267,0,0.0,0.0
11267,1,0.0,0.0
11267,2,0.0,0.0
11267,3,0.0,0.0
11267,4,100.0,100.0
11267,6,0.0,0.0
11267,7,0.0,0.0
11267,8,0.0,0.0
11267,9,0.0,0.0
11267,10,0.0,0.0
11267,11,0.0,0.0
11267,12,0.0,0.0
11267,13,0.0,0.0
11267,14,0.0,0.0
11267,15,0.0,0.0
11267,16,0.0,0.0
11267,17,0.0,0.0
11267,18,0.0,0.0
11267,19,0.0,0.0
11267,20,0.0,0.0
11267,21,0.0,0.0
11267,22,0.0,0.0
11268,0,0.0,0.0
11268,1,0.0,0.0
11268,2,0.0,0.0
11268,3,0.0,0.0
11268,4,100.0,100.0
11268,6,0.0,0.0
11268,7,0.0,0.0
11268,8,0.0,0.0
11268,9,0.0,0.0
11268,10,0.0,0.0
11268,11,0.0,0.0
11268,12,0.0,0.0
11268,13,0.0,0.0
11268,14,0.0,0.0
11268,15,0.0,0.0
11268,16,0.0,0.0
11268,17,0.0,0.0
11268,18,0.0,0.0
11268,19,0.0,0.0
11268,20,0.0,0.0
11268,21,0.0,0.0
11268,22,0.0,0.0
11269,0,0.0,0.0
11269,1,0.0,0.0
11269,2,0.0,0.0
11269,3,0.0,0.0
11269,4,100.0,100.0
11269,6,0.0,0.0
11269,7,0.0,0.0
11269,8,0.0,0.0
11269,9,0.0,0.0
11269,10,0.0,0.0
11269,11,0.0,0.0
11269,12,0.0,0.0
11269,13,0.0,0.0
11269,14,0.0,0.0
11269,15,0.0,0.0
11269,16,0.0,0.0
11269,17,0.0,0.0
11269,18,0.0,0.0
11269,19,0.0,0.0
11269,20,0.0,0.0
11269,21,0.0,0.0
11269,22,0.0,0.0
11270,0,0.0,0.0
11270,1,0.0,0.0
11270,2,0.0,0.0
11270,3,97.97,76.19
11270,4,2.03,23.81
11270,6,0.0,0.0
11270,7,0.0,0.0
11270,8,0.0,0.0
11270,9,0.0,0.0
11270,10,0.0,0.0
11270,11,0.0,0.0
11270,12,0.0,0.0
11270,13,0.0,0.0
11270,14,0.0,0.0
11270,15,0.0,0.0
11270,16,0.0,0.0
11270,17,0.0,0.0
11270,18,0.0,0.0
11270,19,0.0,0.0
11270,20,0.0,0.0
11270,21,0.0,0.0
11270,22,0.0,0.0
11271,0,0.0,0.0
11271,1,0.0,0.0
11271,2,0.0,0.0
11271,3,91.1,100.0
11271,4,8.9,0.0
11271,6,0.0,0.0
11271,7,0.0,0.0
11271,8,0.0,0.0
11271,9,0.0,0.0
11271,10,0.0,0.0
11271,11,0.0,0.0
11271,12,0.0,0.0
11271,13,0.0,0.0
11271,14,0.0,0.0
11271,15,0.0,0.0
11271,16,0.0,0.0
11271,17,0.0,0.0
11271,18,0.0,0.0
11271,19,0.0,0.0
11271,20,0.0,0.0
11271,21,0.0,0.0
11271,22,0.0,0.0
11272,0,0.0,0.0
11272,1,0.0,0.0
11272,2,0.0,0.0
11272,3,0.0,0.0
11272,4,0.0,0.0
11272,6,100.0,100.0
11272,7,0.0,0.0
11272,8,0.0,0.0
11272,9,0.0,0.0
11272,10,0.0,0.0
11272,11,0.0,0.0
11272,12,0.0,0.0
11272,13,0.0,0.0
11272,14,0.0,0.0
11272,15,0.0,0.0
11272,16,0.0,0.0
11272,17,0.0,0.0
11272,18,0.0,0.0
11272,19,0.0,0.0
11272,20,0.0,0.0
11272,21,0.0,0.0
11272,22,0.0,0.0
11273,0,0.0,0.0
11273,1,0.0,0.0
11273,2,0.0,0.0
11273,3,0.0,0.0
11273,4,0.0,0.0
11273,6,100.0,100.0
11273,7,0.0,0.0
11273,8,0.0,0.0
11273,9,0.0,0.0
11273,10,0.0,0.0
11273,11,0.0,0.0
11273,12,0.0,0.0
11273,13,0.0,0.0
11273,14,0.0,0.0
11273,15,0.0,0.0
11273,16,0.0,0.0
11273,17,0.0,0.0
11273,18,0.0,0.0
11273,19,0.0,0.0
11273,20,0.0,0.0
11273,21,0.0,0.0
11273,22,0.0,0.0
11366,0,0.0,0.0
11366,1,0.0,0.0
11366,2,0.0,0.0
11366,3,0.0,0.0
11366,4,100.0,100.0
11366,6,0.0,0.0
11366,7,0.0,0.0
11366,8,0.0,0.0
11366,9,0.0,0.0
11366,10,0.0,0.0
11366,11,0.0,0.0
11366,12,0.0,0.0
11366,13,0.0,0.0
11366,14,0.0,0.0
11366,15,0.0,0.0
11366,16,0.0,0.0
11366,17,0.0,0.0
11366,18,0.0,0.0
11366,19,0.0,0.0
11366,20,0.0,0.0
11366,21,0.0,0.0
11366,22,0.0,0.0
11367,0,0.0,0.0
11367,1,0.0,0.0
11367,2,0.0,0.0
11367,3,0.0,0.0
11367,4,100.0,100.0
11367,6,0.0,0.0
11367,7,0.0,0.0
11367,8,0.0,0.0
11367,9,0.0,0.0
11367,10,0.0,0.0
11367,11,0.0,0.0
11367,12,0.0,0.0
11367,13,0.0,0.0
11367,14,0.0,0.0
11367,15,0.0,0.0
11367,16,0.0,0.0
11367,17,0.0,0.0
11367,18,0.0,0.0
11367,19,0.0,0.0
11367,20,0.0,0.0
11367,21,0.0,0.0
11367,22,0.0,0.0
11373,0,0.0,0.0
11373,1,0.0,0.0
11373,2,0.0,0.0
11373,3,0.0,0.0
11373,4,0.0,0.0
11373,6,100.0,100.0
11373,7,0.0,0.0
11373,8,0.0,0.0
11373,9,0.0,0.0
11373,10,0.0,0.0
11373,11,0.0,0.0
11373,12,0.0,0.0
11373,13,0.0,0.0
11373,14,0.0,0.0
11373,15,0.0,0.0
11373,16,0.0,0.0
11373,17,0.0,0.0
11373,18,0.0,0.0
11373,19,0.0,0.0
11373,20,0.0,0.0
11373,21,0.0,0.0
11373,22,0.0,0.0
11374,0,0.0,0.0
11374,1,0.0,0.0
11374,2,0.0,0.0
11374,3,0.0,0.0
11374,4,0.0,0.0
11374,6,100.0,100.0
11374,7,0.0,0.0
11374,8,0.0,0.0
11374,9,0.0,0.0
11374,10,0.0,0.0
11374,11,0.0,0.0
11374,12,0.0,0.0
11374,13,0.0,0.0
11374,14,0.0,0.0
11374,15,0.0,0.0
11374,16,0.0,0.0
11374,17,0.0,0.0
11374,18,0.0,0.0
11374,19,0.0,0.0
11374,20,0.0,0.0
11374,21,0.0,0.0
11374,22,0.0,0.0
11416,0,0.0,0.0
11416,1,0.0,0.0
11416,2,0.0,0.0
11416,3,0.0,0.0
11416,4,0.0,0.0
11416,6,100.0,100.0
11416,7,0.0,0.0
11416,8,0.0,0.0
11416,9,0.0,0.0
11416,10,0.0,0.0
11416,11,0.0,0.0
11416,12,0.0,0.0
11416,13,0.0,0.0
11416,14,0.0,0.0
11416,15,0.0,0.0
11416,16,0.0,0.0
11416,17,0.0,0.0
11416,18,0.0,0.0
11416,19,0.0,0.0
11416,20,0.0,0.0
11416,21,0.0,0.0
11416,22,0.0,0.0
11417,0,0.0,0.0
11417,1,0.0,0.0
11417,2,0.0,0.0
11417,3,0.0,0.0
11417,4,0.0,0.0
11417,6,100.0,100.0
11417,7,0.0,0.0
11417,8,0.0,0.0
11417,9,0.0,0.0
11417,10,0.0,0.0
11417,11,0.0,0.0
11417,12,0.0,0.0
11417,13,0.0,0.0
11417,14,0.0,0.0
11417,15,0.0,0.0
11417,16,0.0,0.0
11417,17,0.0,0.0
11417,18,0.0,0.0
11417,19,0.0,0.0
11417,20,0.0,0.0
11417,21,0.0,0.0
11417,22,0.0,0.0
11447,0,0.0,0.0
11447,1,0.0,0.0
11447,2,0.0,0.0
11447,3,0.0,0.0
11447,4,100.0,100.0
11447,6,0.0,0.0
11447,7,0.0,0.0
11447,8,0.0,0.0
11447,9,0.0,0.0
11447,10,0.0,0.0
11447,11,0.0,0.0
11447,12,0.0,0.0
11447,13,0.0,0.0
11447,14,0.0,0.0
11447,15,0.0,0.0
11447,16,0.0,0.0
11447,17,0.0,0.0
11447,18,0.0,0.0
11447,19,0.0,0.0
11447,20,0.0,0.0
11447,21,0.0,0.0
11447,22,0.0,0.0
11448,0,0.0,0.0
11448,1,0.0,0.0
11448,2,0.0,0.0
11448,3,0.0,0.0
11448,4,100.0,100.0
11448,6,0.0,0.0
11448,7,0.0,0.0
11448,8,0.0,0.0
11448,9,0.0,0.0
11448,10,0.0,0.0
11448,11,0.0,0.0
11448,12,0.0,0.0
11448,13,0.0,0.0
11448,14,0.0,0.0
11448,15,0.0,0.0
11448,16,0.0,0.0
11448,17,0.0,0.0
11448,18,0.0,0.0
11448,19,0.0,0.0
11448,20,0.0,0.0
11448,21,0.0,0.0
11448,22,0.0,0.0
11502,0,0.0,0.0
11502,1,0.0,0.0
11502,2,0.0,0.0
11502,3,99.3,98.58
11502,4,0.65,1.42
11502,6,0.0,0.0
11502,7,0.0,0.0
11502,8,0.0,0.0
11502,9,0.0,0.0
11502,10,0.0,0.0
11502,11,0.0,0.0
11502,12,0.0,0.0
11502,13,0.0,0.0
11502,14,0.05,0.0
11502,15,0.0,0.0
11502,16,0.0,0.0
11502,17,0.0,0.0
11502,18,0.0,0.0
11502,19,0.0,0.0
11502,20,0.0,0.0
11502,21,0.0,0.0
11502,22,0.0,0.0
11504,0,,0.0
11504,1,,0.0
11504,2,,0.0
11504,3,,0.0
11504,4,,0.0
11504,6,,100.0
11504,7,,0.0
11504,8,,0.0
11504,9,,0.0
11504,10,,0.0
11504,11,,0.0
11504,12,,0.0
11504,13,,0.0
11504,14,,0.0
11504,15,,0.0
11504,16,,0.0
11504,17,,0.0
11504,18,,0.0
11504,19,,0.0
11504,20,,0.0
11504,21,,0.0
11504,22,,0.0
17102,0,0.0,0.0
17102,1,0.0,0.0
17102,2,0.0,0.0
17102,3,99.65,0.67
17102,4,0.0,0.0
17102,6,0.0,0.0
17102,7,0.35,99.33
17102,8,0.0,0.0
17102,9,0.0,0.0
17102,10,0.0,0.0
17102,11,0.0,0.0
17102,12,0.0,0.0
17102,13,0.0,0.0
17102,14,0.0,0.0
17102,15,0.0,0.0
17102,16,0.0,0.0
17102,17,0.0,0.0
17102,18,0.0,0.0
17102,19,0.0,0.0
17102,20,0.0,0.0
17102,21,0.0,0.0
17102,22,0.0,0.0
17103,0,0.0,0.0
17103,1,0.0,0.0
17103,2,0.0,0.0
17103,3,71.65,1.14
17103,4,0.0,0.0
17103,6,0.0,0.0
17103,7,28.35,98.86
17103,8,0.0,0.0
17103,9,0.0,0.0
17103,10,0.0,0.0
17103,11,0.0,0.0
17103,12,0.0,0.0
17103,13,0.0,0.0
17103,14,0.0,0.0
17103,15,0.0,0.0
17103,16,0.0,0.0
17103,17,0.0,0.0
17103,18,0.0,0.0
17103,19,0.0,0.0
17103,20,0.0,0.0
17103,21,0.0,0.0
17103,22,0.0,0.0
17104,0,0.0,0.0
17104,1,0.0,0.0
17104,2,0.0,0.0
17104,3,100.0,100.0
17104,4,0.0,0.0
17104,6,0.0,0.0
17104,7,0.0,0.0
17104,8,0.0,0.0
17104,9,0.0,0.0
17104,10,0.0,0.0
17104,11,0.0,0.0
17104,12,0.0,0.0
17104,13,0.0,0.0
17104,14,0.0,0.0
17104,15,0.0,0.0
17104,16,0.0,0.0
17104,17,0.0,0.0
17104,18,0.0,0.0
17104,19,0.0,0.0
17104,20,0.0,0.0
17104,21,0.0,0.0
17104,22,0.0,0.0
17105,0,0.0,0.0
17105,1,0.0,0.0
17105,2,0.0,0.0
17105,3,10.58,0.0
17105,4,0.0,0.0
17105,6,0.0,0.0
17105,7,89.42,100.0
17105,8,0.0,0.0
17105,9,0.0,0.0
17105,10,0.0,0.0
17105,11,0.0,0.0
17105,12,0.0,0.0
17105,13,0.0,0.0
17105,14,0.0,0.0
17105,15,0.0,0.0
17105,16,0.0,0.0
17105,17,0.0,0.0
17105,18,0.0,0.0
17105,19,0.0,0.0
17105,20,0.0,0.0
17105,21,0.0,0.0
17105,22,0.0,0.0
17106,0,0.0,0.0
17106,1,0.0,0.0
17106,2,0.0,0.0
17106,3,70.09,97.67
17106,4,29.91,2.33
17106,6,0.0,0.0
17106,7,0.0,0.0
17106,8,0.0,0.0
17106,9,0.0,0.0
17106,10,0.0,0.0
17106,11,0.0,0.0
17106,12,0.0,0.0
17106,13,0.0,0.0
17106,14,0.0,0.0
17106,15,0.0,0.0
17106,16,0.0,0.0
17106,17,0.0,0.0
17106,18,0.0,0.0
17106,19,0.0,0.0
17106,20,0.0,0.0
17106,21,0.0,0.0
17106,22,0.0,0.0
17107,0,0.0,0.0
17107,1,0.0,0.0
17107,2,0.0,0.0
17107,3,34.84,3.13
17107,4,0.0,0.0
17107,6,0.0,0.0
17107,7,65.16,96.88
17107,8,0.0,0.0
17107,9,0.0,0.0
17107,10,0.0,0.0
17107,11,0.0,0.0
17107,12,0.0,0.0
17107,13,0.0,0.0
17107,14,0.0,0.0
17107,15,0.0,0.0
17107,16,0.0,0.0
17107,17,0.0,0.0
17107,18,0.0,0.0
17107,19,0.0,0.0
17107,20,0.0,0.0
17107,21,0.0,0.0
17107,22,0.0,0.0
17108,0,0.0,0.0
17108,1,0.0,0.0
17108,2,0.0,0.0
17108,3,36.13,79.31
17108,4,63.87,20.69
17108,6,0.0,0.0
17108,7,0.0,0.0
17108,8,0.0,0.0
17108,9,0.0,0.0
17108,10,0.0,0.0
17108,11,0.0,0.0
17108,12,0.0,0.0
17108,13,0.0,0.0
17108,14,0.0,0.0
17108,15,0.0,0.0
17108,16,0.0,0.0
17108,17,0.0,0.0
17108,18,0.0,0.0
17108,19,0.0,0.0
17108,20,0.0,0.0
17108,21,0.0,0.0
17108,22,0.0,0.0
17109,0,0.0,0.0
17109,1,0.0,0.0
17109,2,0.0,0.0
17109,3,0.0,0.0
17109,4,0.0,0.0
17109,6,0.0,0.0
17109,7,100.0,100.0
17109,8,0.0,0.0
17109,9,0.0,0.0
17109,10,0.0,0.0
17109,11,0.0,0.0
17109,12,0.0,0.0
17109,13,0.0,0.0
17109,14,0.0,0.0
17109,15,0.0,0.0
17109,16,0.0,0.0
17109,17,0.0,0.0
17109,18,0.0,0.0
17109,19,0.0,0.0
17109,20,0.0,0.0
17109,21,0.0,0.0
17109,22,0.0,0.0
17110,0,0.0,0.0
17110,1,0.0,0.0
17110,2,0.0,0.0
17110,3,0.0,0.0
17110,4,100.0,100.0
17110,6,0.0,0.0
17110,7,0.0,0.0
17110,8,0.0,0.0
17110,9,0.0,0.0
17110,10,0.0,0.0
17110,11,0.0,0.0
17110,12,0.0,0.0
17110,13,0.0,0.0
17110,14,0.0,0.0
17110,15,0.0,0.0
17110,16,0.0,0.0
17110,17,0.0,0.0
17110,18,0.0,0.0
17110,19,0.0,0.0
17110,20,0.0,0.0
17110,21,0.0,0.0
17110,22,0.0,0.0
17111,0,0.0,0.0
17111,1,0.0,0.0
17111,2,0.0,0.0
17111,3,0.0,0.0
17111,4,0.0,0.0
17111,6,0.0,0.0
17111,7,100.0,100.0
17111,8,0.0,0.0
17111,9,0.0,0.0
17111,10,0.0,0.0
17111,11,0.0,0.0
17111,12,0.0,0.0
17111,13,0.0,0.0
17111,14,0.0,0.0
17111,15,0.0,0.0
17111,16,0.0,0.0
17111,17,0.0,0.0
17111,18,0.0,0.0
17111,19,0.0,0.0
17111,20,0.0,0.0
17111,21,0.0,0.0
17111,22,0.0,0.0
17112,0,0.0,0.0
17112,1,0.0,0.0
17112,2,0.0,0.0
17112,3,0.0,0.0
17112,4,100.0,100.0
17112,6,0.0,0.0
17112,7,0.0,0.0
17112,8,0.0,0.0
17112,9,0.0,0.0
17112,10,0.0,0.0
17112,11,0.0,0.0
17112,12,0.0,0.0
17112,13,0.0,0.0
17112,14,0.0,0.0
17112,15,0.0,0.0
17112,16,0.0,0.0
17112,17,0.0,0.0
17112,18,0.0,0.0
17112,19,0.0,0.0
17112,20,0.0,0.0
17112,21,0.0,0.0
17112,22,0.0,0.0
17113,0,0.0,0.0
17113,1,0.0,0.0
17113,2,0.0,0.0
17113,3,0.0,0.0
17113,4,0.0,0.0
17113,6,0.62,0.0
17113,7,99.38,100.0
17113,8,0.0,0.0
17113,9,0.0,0.0
17113,10,0.0,0.0
17113,11,0.0,0.0
17113,12,0.0,0.0
17113,13,0.0,0.0
17113,14,0.0,0.0
17113,15,0.0,0.0
17113,16,0.0,0.0
17113,17,0.0,0.0
17113,18,0.0,0.0
17113,19,0.0,0.0
17113,20,0.0,0.0
17113,21,0.0,0.0
17113,22,0.0,0.0
17114,0,0.0,0.0
17114,1,0.0,0.0
17114,2,0.0,0.0
17114,3,0.0,0.0
17114,4,100.0,100.0
17114,6,0.0,0.0
17114,7,0.0,0.0
17114,8,0.0,0.0
17114,9,0.0,0.0
17114,10,0.0,0.0
17114,11,0.0,0.0
17114,12,0.0,0.0
17114,13,0.0,0.0
17114,14,0.0,0.0
17114,15,0.0,0.0
17114,16,0.0,0.0
17114,17,0.0,0.0
17114,18,0.0,0.0
17114,19,0.0,0.0
17114,20,0.0,0.0
17114,21,0.0,0.0
17114,22,0.0,0.0
17115,0,0.0,0.0
17115,1,0.0,0.0
17115,2,0.0,0.0
17115,3,0.0,0.0
17115,4,0.0,0.0
17115,6,57.89,50.0
17115,7,42.11,50.0
17115,8,0.0,0.0
17115,9,0.0,0.0
17115,10,0.0,0.0
17115,11,0.0,0.0
17115,12,0.0,0.0
17115,13,0.0,0.0
17115,14,0.0,0.0
17115,15,0.0,0.0
17115,16,0.0,0.0
17115,17,0.0,0.0
17115,18,0.0,0.0
17115,19,0.0,0.0
17115,20,0.0,0.0
17115,21,0.0,0.0
17115,22,0.0,0.0
17116,0,0.0,0.0
17116,1,0.0,0.0
17116,2,0.0,0.0
17116,3,0.0,0.0
17116,4,100.0,100.0
17116,6,0.0,0.0
17116,7,0.0,0.0
17116,8,0.0,0.0
17116,9,0.0,0.0
17116,10,0.0,0.0
17116,11,0.0,0.0
17116,12,0.0,0.0
17116,13,0.0,0.0
17116,14,0.0,0.0
17116,15,0.0,0.0
17116,16,0.0,0.0
17116,17,0.0,0.0
17116,18,0.0,0.0
17116,19,0.0,0.0
17116,20,0.0,0.0
17116,21,0.0,0.0
17116,22,0.0,0.0
17117,0,0.0,0.0
17117,1,0.0,0.0
17117,2,0.0,0.0
17117,3,0.0,0.0
17117,4,0.0,0.0
17117,6,65.38,20.0
17117,7,34.62,80.0
17117,8,0.0,0.0
17117,9,0.0,0.0
17117,10,0.0,0.0
17117,11,0.0,0.0
17117,12,0.0,0.0
17117,13,0.0,0.0
17117,14,0.0,0.0
17117,15,0.0,0.0
17117,16,0.0,0.0
17117,17,0.0,0.0
17117,18,0.0,0.0
17117,19,0.0,0.0
17117,20,0.0,0.0
17117,21,0.0,0.0
17117,22,0.0,0.0
17118,0,0.0,0.0
17118,1,0.0,0.0
17118,2,0.0,0.0
17118,3,0.0,0.0
17118,4,0.0,0.0
17118,6,43.59,71.43
17118,7,56.41,28.57
17118,8,0.0,0.0
17118,9,0.0,0.0
17118,10,0.0,0.0
17118,11,0.0,0.0
17118,12,0.0,0.0
17118,13,0.0,0.0
17118,14,0.0,0.0
17118,15,0.0,0.0
17118,16,0.0,0.0
17118,17,0.0,0.0
17118,18,0.0,0.0
17118,19,0.0,0.0
17118,20,0.0,0.0
17118,21,0.0,0.0
17118,22,0.0,0.0
17119,0,0.0,0.0
17119,1,0.0,0.0
17119,2,0.0,0.0
17119,3,0.0,0.0
17119,4,100.0,100.0
17119,6,0.0,0.0
17119,7,0.0,0.0
17119,8,0.0,0.0
17119,9,0.0,0.0
17119,10,0.0,0.0
17119,11,0.0,0.0
17119,12,0.0,0.0
17119,13,0.0,0.0
17119,14,0.0,0.0
17119,15,0.0,0.0
17119,16,0.0,0.0
17119,17,0.0,0.0
17119,18,0.0,0.0
17119,19,0.0,0.0
17119,20,0.0,0.0
17119,21,0.0,0.0
17119,22,0.0,0.0
17120,0,0.0,0.0
17120,1,0.0,0.0
17120,2,0.0,0.0
17120,3,0.0,0.0
17120,4,100.0,100.0
17120,6,0.0,0.0
17120,7,0.0,0.0
17120,8,0.0,0.0
17120,9,0.0,0.0
17120,10,0.0,0.0
17120,11,0.0,0.0
17120,12,0.0,0.0
17120,13,0.0,0.0
17120,14,0.0,0.0
17120,15,0.0,0.0
17120,16,0.0,0.0
17120,17,0.0,0.0
17120,18,0.0,0.0
17120,19,0.0,0.0
17120,20,0.0,0.0
17120,21,0.0,0.0
17120,22,0.0,0.0
17121,0,0.0,0.0
17121,1,0.0,0.0
17121,2,0.0,0.0
17121,3,0.0,0.0
17121,4,0.0,0.0
17121,6,10.82,29.67
17121,7,89.18,70.33
17121,8,0.0,0.0
17121,9,0.0,0.0
17121,10,0.0,0.0
17121,11,0.0,0.0
17121,12,0.0,0.0
17121,13,0.0,0.0
17121,14,0.0,0.0
17121,15,0.0,0.0
17121,16,0.0,0.0
17121,17,0.0,0.0
17121,18,0.0,0.0
17121,19,0.0,0.0
17121,20,0.0,0.0
17121,21,0.0,0.0
17121,22,0.0,0.0
17134,0,0.0,0.0
17134,1,0.0,0.0
17134,2,0.0,0.0
17134,3,0.0,0.0
17134,4,0.0,0.0
17134,6,16.18,17.91
17134,7,83.82,82.09
17134,8,0.0,0.0
17134,9,0.0,0.0
17134,10,0.0,0.0
17134,11,0.0,0.0
17134,12,0.0,0.0
17134,13,0.0,0.0
17134,14,0.0,0.0
17134,15,0.0,0.0
17134,16,0.0,0.0
17134,17,0.0,0.0
17134,18,0.0,0.0
17134,19,0.0,0.0
17134,20,0.0,0.0
17134,21,0.0,0.0
17134,22,0.0,0.0
17135,0,0.0,0.0
17135,1,0.0,0.0
17135,2,0.0,0.0
17135,3,0.0,0.0
17135,4,0.0,0.0
17135,6,1.8,2.4
17135,7,98.2,97.6
17135,8,0.0,0.0
17135,9,0.0,0.0
17135,10,0.0,0.0
17135,11,0.0,0.0
17135,12,0.0,0.0
17135,13,0.0,0.0
17135,14,0.0,0.0
17135,15,0.0,0.0
17135,16,0.0,0.0
17135,17,0.0,0.0
17135,18,0.0,0.0
17135,19,0.0,0.0
17135,20,0.0,0.0
17135,21,0.0,0.0
17135,22,0.0,0.0
17136,0,0.0,0.0
17136,1,0.0,0.0
17136,2,0.0,0.0
17136,3,0.0,0.0
17136,4,100.0,100.0
17136,6,0.0,0.0
17136,7,0.0,0.0
17136,8,0.0,0.0
17136,9,0.0,0.0
17136,10,0.0,0.0
17136,11,0.0,0.0
17136,12,0.0,0.0
17136,13,0.0,0.0
17136,14,0.0,0.0
17136,15,0.0,0.0
17136,16,0.0,0.0
17136,17,0.0,0.0
17136,18,0.0,0.0
17136,19,0.0,0.0
17136,20,0.0,0.0
17136,21,0.0,0.0
17136,22,0.0,0.0
17137,0,0.0,0.0
17137,1,0.0,0.0
17137,2,0.0,0.0
17137,3,0.0,0.0
17137,4,0.0,0.0
17137,6,0.56,1.46
17137,7,99.44,98.54
17137,8,0.0,0.0
17137,9,0.0,0.0
17137,10,0.0,0.0
17137,11,0.0,0.0
17137,12,0.0,0.0
17137,13,0.0,0.0
17137,14,0.0,0.0
17137,15,0.0,0.0
17137,16,0.0,0.0
17137,17,0.0,0.0
17137,18,0.0,0.0
17137,19,0.0,0.0
17137,20,0.0,0.0
17137,21,0.0,0.0
17137,22,0.0,0.0
17138,0,0.0,0.0
17138,1,0.0,0.0
17138,2,0.0,0.0
17138,3,0.0,0.0
17138,4,100.0,100.0
17138,6,0.0,0.0
17138,7,0.0,0.0
17138,8,0.0,0.0
17138,9,0.0,0.0
17138,10,0.0,0.0
17138,11,0.0,0.0
17138,12,0.0,0.0
17138,13,0.0,0.0
17138,14,0.0,0.0
17138,15,0.0,0.0
17138,16,0.0,0.0
17138,17,0.0,0.0
17138,18,0.0,0.0
17138,19,0.0,0.0
17138,20,0.0,0.0
17138,21,0.0,0.0
17138,22,0.0,0.0
17252,0,0.0,0.0
17252,1,0.0,0.0
17252,2,0.0,0.0
17252,3,0.0,0.0
17252,4,0.0,0.0
17252,6,43.49,34.78
17252,7,56.51,65.22
17252,8,0.0,0.0
17252,9,0.0,0.0
17252,10,0.0,0.0
17252,11,0.0,0.0
17252,12,0.0,0.0
17252,13,0.0,0.0
17252,14,0.0,0.0
17252,15,0.0,0.0
17252,16,0.0,0.0
17252,17,0.0,0.0
17252,18,0.0,0.0
17252,19,0.0,0.0
17252,20,0.0,0.0
17252,21,0.0,0.0
17252,22,0.0,0.0
18137,0,0.0,0.0
18137,1,0.0,0.0
18137,2,0.0,0.0
18137,3,0.16,0.17
18137,4,99.84,99.83
18137,6,0.0,0.0
18137,7,0.0,0.0
18137,8,0.0,0.0
18137,9,0.0,0.0
18137,10,0.0,0.0
18137,11,0.0,0.0
18137,12,0.0,0.0
18137,13,0.0,0.0
18137,14,0.0,0.0
18137,15,0.0,0.0
18137,16,0.0,0.0
18137,17,0.0,0.0
18137,18,0.0,0.0
18137,19,0.0,0.0
18137,20,0.0,0.0
18137,21,0.0,0.0
18137,22,0.0,0.0
19015,0,0.0,0.0
19015,1,0.0,0.0
19015,2,0.0,0.0
19015,3,0.0,0.0
19015,4,100.0,100.0
19015,6,0.0,0.0
19015,7,0.0,0.0
19015,8,0.0,0.0
19015,9,0.0,0.0
19015,10,0.0,0.0
19015,11,0.0,0.0
19015,12,0.0,0.0
19015,13,0.0,0.0
19015,14,0.0,0.0
19015,15,0.0,0.0
19015,16,0.0,0.0
19015,17,0.0,0.0
19015,18,0.0,0.0
19015,19,0.0,0.0
19015,20,0.0,0.0
