버스정류장ars번호,시간대,승차비율,하차비율
21122,10,0.0,0.0
21122,11,0.0,0.0
21122,12,0.0,0.0
21122,13,0.0,0.0
21122,14,0.0,0.0
21122,15,0.0,0.0
21122,16,0.0,0.0
21122,17,0.0,0.0
21122,18,0.0,0.0
21122,19,0.0,0.0
21122,20,0.0,0.0
21122,21,0.0,0.0
21122,22,0.0,0.0
21123,0,0.0,0.0
21123,1,0.0,0.0
21123,2,0.0,0.0
21123,3,0.0,0.0
21123,4,100.0,100.0
21123,6,0.0,0.0
21123,7,0.0,0.0
21123,8,0.0,0.0
21123,9,0.0,0.0
21123,10,0.0,0.0
21123,11,0.0,0.0
21123,12,0.0,0.0
21123,13,0.0,0.0
21123,14,0.0,0.0
21123,15,0.0,0.0
21123,16,0.0,0.0
21123,17,0.0,0.0
21123,18,0.0,0.0
21123,19,0.0,0.0
21123,20,0.0,0.0
21123,21,0.0,0.0
21123,22,0.0,0.0
21124,0,0.0,0.0
21124,1,0.0,0.0
21124,2,0.0,0.0
21124,3,0.0,0.0
21124,4,100.0,100.0
21124,6,0.0,0.0
21124,7,0.0,0.0
21124,8,0.0,0.0
21124,9,0.0,0.0
21124,10,0.0,0.0
21124,11,0.0,0.0
21124,12,0.0,0.0
21124,13,0.0,0.0
21124,14,0.0,0.0
21124,15,0.0,0.0
21124,16,0.0,0.0
21124,17,0.0,0.0
21124,18,0.0,0.0
21124,19,0.0,0.0
21124,20,0.0,0.0
21124,21,0.0,0.0
21124,22,0.0,0.0
21125,0,0.0,0.0
21125,1,0.0,0.0
21125,2,0.0,0.0
21125,3,0.0,0.0
21125,4,100.0,100.0
21125,6,0.0,0.0
21125,7,0.0,0.0
21125,8,0.0,0.0
21125,9,0.0,0.0
21125,10,0.0,0.0
21125,11,0.0,0.0
21125,12,0.0,0.0
21125,13,0.0,0.0
21125,14,0.0,0.0
21125,15,0.0,0.0
21125,16,0.0,0.0
21125,17,0.0,0.0
21125,18,0.0,0.0
21125,19,0.0,0.0
21125,20,0.0,0.0
21125,21,0.0,0.0
21125,22,0.0,0.0
21126,0,0.0,0.0
21126,1,0.0,0.0
21126,2,0.0,0.0
21126,3,0.0,0.0
21126,4,100.0,100.0
21126,6,0.0,0.0
21126,7,0.0,0.0
21126,8,0.0,0.0
21126,9,0.0,0.0
21126,10,0.0,0.0
21126,11,0.0,0.0
21126,12,0.0,0.0
21126,13,0.0,0.0
21126,14,0.0,0.0
21126,15,0.0,0.0
21126,16,0.0,0.0
21126,17,0.0,0.0
21126,18,0.0,0.0
21126,19,0.0,0.0
21126,20,0.0,0.0
21126,21,0.0,0.0
21126,22,0.0,0.0
21128,0,0.0,0.0
21128,1,0.0,0.0
21128,2,0.0,0.0
21128,3,0.0,0.0
21128,4,100.0,100.0
21128,6,0.0,0.0
21128,7,0.0,0.0
21128,8,0.0,0.0
21128,9,0.0,0.0
21128,10,0.0,0.0
21128,11,0.0,0.0
21128,12,0.0,0.0
21128,13,0.0,0.0
21128,14,0.0,0.0
21128,15,0.0,0.0
21128,16,0.0,0.0
21128,17,0.0,0.0
21128,18,0.0,0.0
21128,19,0.0,0.0
21128,20,0.0,0.0
21128,21,0.0,0.0
21128,22,0.0,0.0
21129,0,0.0,0.0
21129,1,0.0,0.0
21129,2,0.0,0.0
21129,3,0.0,0.0
21129,4,100.0,100.0
21129,6,0.0,0.0
21129,7,0.0,0.0
21129,8,0.0,0.0
21129,9,0.0,0.0
21129,10,0.0,0.0
21129,11,0.0,0.0
21129,12,0.0,0.0
21129,13,0.0,0.0
21129,14,0.0,0.0
21129,15,0.0,0.0
21129,16,0.0,0.0
21129,17,0.0,0.0
21129,18,0.0,0.0
21129,19,0.0,0.0
21129,20,0.0,0.0
21129,21,0.0,0.0
21129,22,0.0,0.0
21130,0,0.0,0.0
21130,1,0.0,0.0
21130,2,0.0,0.0
21130,3,0.0,0.0
21130,4,100.0,100.0
21130,6,0.0,0.0
21130,7,0.0,0.0
21130,8,0.0,0.0
21130,9,0.0,0.0
21130,10,0.0,0.0
21130,11,0.0,0.0
21130,12,0.0,0.0
21130,13,0.0,0.0
21130,14,0.0,0.0
21130,15,0.0,0.0
21130,16,0.0,0.0
21130,17,0.0,0.0
21130,18,0.0,0.0
21130,19,0.0,0.0
21130,20,0.0,0.0
21130,21,0.0,0.0
21130,22,0.0,0.0
21157,0,0.0,0.0
21157,1,0.0,0.0
21157,2,0.0,0.0
21157,3,0.0,0.0
21157,4,100.0,100.0
21157,6,0.0,0.0
21157,7,0.0,0.0
21157,8,0.0,0.0
21157,9,0.0,0.0
21157,10,0.0,0.0
21157,11,0.0,0.0
21157,12,0.0,0.0
21157,13,0.0,0.0
21157,14,0.0,0.0
21157,15,0.0,0.0
21157,16,0.0,0.0
21157,17,0.0,0.0
21157,18,0.0,0.0
21157,19,0.0,0.0
21157,20,0.0,0.0
21157,21,0.0,0.0
21157,22,0.0,0.0
21158,0,0.0,0.0
21158,1,0.0,0.0
21158,2,0.0,0.0
21158,3,0.0,0.0
21158,4,100.0,100.0
21158,6,0.0,0.0
21158,7,0.0,0.0
21158,8,0.0,0.0
21158,9,0.0,0.0
21158,10,0.0,0.0
21158,11,0.0,0.0
21158,12,0.0,0.0
21158,13,0.0,0.0
21158,14,0.0,0.0
21158,15,0.0,0.0
21158,16,0.0,0.0
21158,17,0.0,0.0
21158,18,0.0,0.0
21158,19,0.0,0.0
21158,20,0.0,0.0
21158,21,0.0,0.0
21158,22,0.0,0.0
21159,0,0.0,0.0
21159,1,0.0,0.0
21159,2,0.0,0.0
21159,3,0.0,0.0
21159,4,100.0,100.0
21159,6,0.0,0.0
21159,7,0.0,0.0
21159,8,0.0,0.0
21159,9,0.0,0.0
21159,10,0.0,0.0
21159,11,0.0,0.0
21159,12,0.0,0.0
21159,13,0.0,0.0
21159,14,0.0,0.0
21159,15,0.0,0.0
21159,16,0.0,0.0
21159,17,0.0,0.0
21159,18,0.0,0.0
21159,19,0.0,0.0
21159,20,0.0,0.0
21159,21,0.0,0.0
21159,22,0.0,0.0
21173,0,0.0,0.0
21173,1,0.0,0.0
21173,2,0.0,0.0
21173,3,0.0,0.05
21173,4,100.0,99.95
21173,6,0.0,0.0
21173,7,0.0,0.0
21173,8,0.0,0.0
21173,9,0.0,0.0
21173,10,0.0,0.0
21173,11,0.0,0.0
21173,12,0.0,0.0
21173,13,0.0,0.0
21173,14,0.0,0.0
21173,15,0.0,0.0
21173,16,0.0,0.0
21173,17,0.0,0.0
21173,18,0.0,0.0
21173,19,0.0,0.0
21173,20,0.0,0.0
21173,21,0.0,0.0
21173,22,0.0,0.0
21174,0,0.0,0.0
21174,1,0.0,0.0
21174,2,0.0,0.0
21174,3,0.0,0.0
21174,4,100.0,100.0
21174,6,0.0,0.0
21174,7,0.0,0.0
21174,8,0.0,0.0
21174,9,0.0,0.0
21174,10,0.0,0.0
21174,11,0.0,0.0
21174,12,0.0,0.0
21174,13,0.0,0.0
21174,14,0.0,0.0
21174,15,0.0,0.0
21174,16,0.0,0.0
21174,17,0.0,0.0
21174,18,0.0,0.0
21174,19,0.0,0.0
21174,20,0.0,0.0
21174,21,0.0,0.0
21174,22,0.0,0.0
21175,0,0.0,0.0
21175,1,0.0,0.0
21175,2,0.0,0.0
21175,3,0.0,0.0
21175,4,100.0,100.0
21175,6,0.0,0.0
21175,7,0.0,0.0
21175,8,0.0,0.0
21175,9,0.0,0.0
21175,10,0.0,0.0
21175,11,0.0,0.0
21175,12,0.0,0.0
21175,13,0.0,0.0
21175,14,0.0,0.0
21175,15,0.0,0.0
21175,16,0.0,0.0
21175,17,0.0,0.0
21175,18,0.0,0.0
21175,19,0.0,0.0
21175,20,0.0,0.0
21175,21,0.0,0.0
21175,22,0.0,0.0
21176,0,0.0,0.0
21176,1,0.0,0.0
21176,2,0.0,0.0
21176,3,0.0,0.0
21176,4,100.0,100.0
21176,6,0.0,0.0
21176,7,0.0,0.0
21176,8,0.0,0.0
21176,9,0.0,0.0
21176,10,0.0,0.0
21176,11,0.0,0.0
21176,12,0.0,0.0
21176,13,0.0,0.0
21176,14,0.0,0.0
21176,15,0.0,0.0
21176,16,0.0,0.0
21176,17,0.0,0.0
21176,18,0.0,0.0
21176,19,0.0,0.0
21176,20,0.0,0.0
21176,21,0.0,0.0
21176,22,0.0,0.0
21177,0,0.0,0.0
21177,1,0.0,0.0
21177,2,0.0,0.0
21177,3,0.0,0.0
21177,4,100.0,100.0
21177,6,0.0,0.0
21177,7,0.0,0.0
21177,8,0.0,0.0
21177,9,0.0,0.0
21177,10,0.0,0.0
21177,11,0.0,0.0
21177,12,0.0,0.0
21177,13,0.0,0.0
21177,14,0.0,0.0
21177,15,0.0,0.0
21177,16,0.0,0.0
21177,17,0.0,0.0
21177,18,0.0,0.0
21177,19,0.0,0.0
21177,20,0.0,0.0
21177,21,0.0,0.0
21177,22,0.0,0.0
21178,0,0.0,0.0
21178,1,0.0,0.0
21178,2,0.0,0.0
21178,3,0.0,0.0
21178,4,100.0,100.0
21178,6,0.0,0.0
21178,7,0.0,0.0
21178,8,0.0,0.0
21178,9,0.0,0.0
21178,10,0.0,0.0
21178,11,0.0,0.0
21178,12,0.0,0.0
21178,13,0.0,0.0
21178,14,0.0,0.0
21178,15,0.0,0.0
21178,16,0.0,0.0
21178,17,0.0,0.0
21178,18,0.0,0.0
21178,19,0.0,0.0
21178,20,0.0,0.0
21178,21,0.0,0.0
21178,22,0.0,0.0
21179,0,0.0,0.0
21179,1,0.0,0.0
21179,2,0.0,0.0
21179,3,0.0,0.0
21179,4,100.0,100.0
21179,6,0.0,0.0
21179,7,0.0,0.0
21179,8,0.0,0.0
21179,9,0.0,0.0
21179,10,0.0,0.0
21179,11,0.0,0.0
21179,12,0.0,0.0
21179,13,0.0,0.0
21179,14,0.0,0.0
21179,15,0.0,0.0
21179,16,0.0,0.0
21179,17,0.0,0.0
21179,18,0.0,0.0
21179,19,0.0,0.0
21179,20,0.0,0.0
21179,21,0.0,0.0
21179,22,0.0,0.0
21180,0,0.0,0.0
21180,1,0.0,0.0
21180,2,0.0,0.0
21180,3,0.0,0.0
21180,4,100.0,100.0
21180,6,0.0,0.0
21180,7,0.0,0.0
21180,8,0.0,0.0
21180,9,0.0,0.0
21180,10,0.0,0.0
21180,11,0.0,0.0
21180,12,0.0,0.0
21180,13,0.0,0.0
21180,14,0.0,0.0
21180,15,0.0,0.0
21180,16,0.0,0.0
21180,17,0.0,0.0
21180,18,0.0,0.0
21180,19,0.0,0.0
21180,20,0.0,0.0
21180,21,0.0,0.0
21180,22,0.0,0.0
21373,0,0.0,0.0
21373,1,0.0,0.0
21373,2,0.0,0.0
21373,3,0.0,0.0
21373,4,100.0,100.0
21373,6,0.0,0.0
21373,7,0.0,0.0
21373,8,0.0,0.0
21373,9,0.0,0.0
21373,10,0.0,0.0
21373,11,0.0,0.0
21373,12,0.0,0.0
21373,13,0.0,0.0
21373,14,0.0,0.0
21373,15,0.0,0.0
21373,16,0.0,0.0
21373,17,0.0,0.0
21373,18,0.0,0.0
21373,19,0.0,0.0
21373,20,0.0,0.0
21373,21,0.0,0.0
21373,22,0.0,0.0
22001,0,0.85,5.8
22001,1,0.0,0.43
22001,2,0.0,0.0
22001,3,0.0,0.0
22001,4,0.0,0.0
22001,6,2.27,1.3
22001,7,5.67,2.77
22001,8,6.99,11.69
22001,9,3.89,4.59
22001,10,2.69,3.81
22001,11,2.1,4.85
22001,12,3.0,4.59
22001,13,3.61,5.89
22001,14,3.66,4.59
22001,15,4.37,6.93
22001,16,6.26,5.8
22001,17,14.73,7.71
22001,18,16.11,9.87
22001,19,7.41,6.06
22001,20,6.45,4.42
22001,21,5.45,4.68
22001,22,4.49,4.24
22002,0,1.23,0.28
22002,1,0.0,0.0
22002,2,0.0,0.0
22002,3,0.0,0.0
22002,4,0.04,0.37
22002,6,0.84,2.64
22002,7,1.68,9.03
22002,8,3.48,18.15
22002,9,3.48,11.92
22002,10,4.37,7.13
22002,11,4.81,5.74
22002,12,4.41,4.99
22002,13,4.85,4.45
22002,14,8.33,3.36
22002,15,7.72,3.6
22002,16,9.26,4.24
22002,17,10.8,6.18
22002,18,17.11,6.28
22002,19,5.73,4.43
22002,20,4.1,3.01
22002,21,3.88,2.21
22002,22,3.88,1.99
22003,0,2.84,7.45
22003,1,0.0,0.44
22003,2,0.0,0.0
22003,3,0.0,0.0
22003,4,0.0,0.0
22003,6,1.64,1.77
22003,7,6.83,4.72
22003,8,6.52,5.71
22003,9,2.85,2.54
22003,10,1.97,2.73
22003,11,2.08,2.73
22003,12,2.74,3.8
22003,13,3.24,4.75
22003,14,4.0,4.18
22003,15,4.93,6.47
22003,16,5.97,6.4
22003,17,8.68,7.73
22003,18,10.61,9.41
22003,19,9.17,6.4
22003,20,8.76,7.0
22003,21,9.21,6.66
22003,22,7.96,9.1
22004,0,0.58,0.3
22004,1,0.0,0.0
22004,2,0.0,0.0
22004,3,0.0,0.0
22004,4,0.06,0.47
22004,6,3.63,3.82
22004,7,4.39,7.86
22004,8,6.52,13.48
22004,9,11.56,9.36
22004,10,7.07,6.92
22004,11,5.5,5.85
22004,12,7.13,5.22
22004,13,7.68,4.93
22004,14,7.65,3.81
22004,15,5.9,3.91
22004,16,5.84,5.35
22004,17,6.42,9.01
22004,18,7.5,8.63
22004,19,4.7,4.54
22004,20,3.13,2.56
22004,21,2.86,2.18
22004,22,1.87,1.78
22005,0,1.9,5.84
22005,1,0.0,0.37
22005,2,0.0,0.0
22005,3,0.0,0.0
22005,4,0.0,0.0
22005,6,3.0,2.28
22005,7,5.15,3.61
22005,8,4.71,5.53
22005,9,3.21,3.83
22005,10,2.39,3.08
22005,11,2.56,3.99
22005,12,3.02,4.2
22005,13,3.87,5.42
22005,14,4.05,4.78
22005,15,5.01,7.6
22005,16,6.43,7.97
22005,17,10.2,8.82
22005,18,14.08,7.28
22005,19,9.16,5.53
22005,20,7.29,5.63
22005,21,7.53,7.12
22005,22,6.45,7.12
22006,0,1.37,0.45
22006,1,0.0,0.0
22006,2,0.0,0.0
22006,3,0.0,0.0
22006,4,0.0,0.79
22006,6,1.15,2.96
22006,7,1.83,10.21
22006,8,4.66,16.25
22006,9,6.64,12.32
22006,10,6.03,6.15
22006,11,5.5,4.89
22006,12,4.89,4.63
22006,13,7.33,4.95
22006,14,7.94,3.47
22006,15,6.03,3.49
22006,16,7.18,4.54
22006,17,11.22,5.79
22006,18,10.53,6.5
22006,19,6.03,5.2
22006,20,4.27,3.17
22006,21,3.21,2.42
22006,22,4.2,1.8
22007,0,1.76,4.02
22007,1,0.0,0.23
22007,2,0.0,0.0
22007,3,0.0,0.0
22007,4,0.0,0.0
22007,6,3.16,1.7
22007,7,5.48,5.57
22007,8,5.9,10.45
22007,9,5.03,5.95
22007,10,1.76,3.07
22007,11,1.8,2.73
22007,12,2.4,5.27
22007,13,2.7,6.74
22007,14,3.03,4.62
22007,15,4.61,5.3
22007,16,5.92,7.27
22007,17,12.62,8.07
22007,18,15.78,8.67
22007,19,8.96,4.81
22007,20,7.21,5.91
22007,21,6.53,5.0
22007,22,5.32,4.62
22008,0,0.85,0.33
22008,1,0.0,0.0
22008,2,0.0,0.0
22008,3,0.0,0.0
22008,4,0.06,0.47
22008,6,1.8,4.1
22008,7,3.79,8.23
22008,8,5.06,17.35
22008,9,5.37,16.47
22008,10,5.72,7.85
22008,11,6.65,4.97
22008,12,4.71,4.26
22008,13,5.33,4.09
22008,14,5.7,3.57
22008,15,6.28,3.26
22008,16,9.06,3.66
22008,17,12.83,5.07
22008,18,14.57,5.33
22008,19,5.29,5.01
22008,20,2.57,2.59
22008,21,2.28,1.84
22008,22,2.07,1.54
22009,0,4.86,4.35
22009,1,0.0,0.03
22009,2,0.0,0.0
22009,3,0.0,0.0
22009,4,0.0,0.0
22009,6,1.22,2.0
22009,7,2.66,3.43
22009,8,2.25,7.48
22009,9,1.18,5.89
22009,10,1.48,3.05
22009,11,1.64,4.51
22009,12,2.09,4.81
22009,13,2.72,5.62
22009,14,3.62,4.64
22009,15,4.32,5.32
22009,16,6.24,6.83
22009,17,10.72,9.53
22009,18,13.66,9.29
22009,19,10.34,6.16
22009,20,9.63,5.48
22009,21,10.32,6.51
22009,22,11.06,5.08
22010,0,2.52,0.39
22010,1,0.0,0.0
22010,2,0.0,0.0
22010,3,0.0,0.0
22010,4,0.11,0.52
22010,6,0.78,5.06
22010,7,1.57,11.92
22010,8,3.24,15.94
22010,9,4.12,15.01
22010,10,3.93,6.72
22010,11,4.48,5.24
22010,12,5.06,4.53
22010,13,6.62,4.58
22010,14,7.34,3.69
22010,15,8.48,3.49
22010,16,8.17,4.08
22010,17,12.35,5.55
22010,18,13.16,5.84
22010,19,5.92,3.18
22010,20,4.0,1.72
22010,21,4.34,1.2
22010,22,3.81,1.33
22011,0,7.91,2.76
22011,1,0.0,0.03
22011,2,0.0,0.0
22011,3,0.0,0.0
22011,4,0.0,0.0
22011,6,1.52,1.26
22011,7,2.19,1.16
22011,8,1.28,2.05
22011,9,0.89,3.16
22011,10,1.22,3.08
22011,11,1.58,3.74
22011,12,2.84,4.58
22011,13,3.46,5.95
22011,14,4.02,5.53
22011,15,5.21,6.27
22011,16,6.6,9.61
22011,17,7.98,12.69
22011,18,9.01,11.43
22011,19,9.17,8.03
22011,20,9.11,8.43
22011,21,12.31,5.53
22011,22,13.7,4.71
22012,0,2.07,0.63
22012,1,0.0,0.0
22012,2,0.0,0.0
22012,3,0.0,0.0
22012,4,0.14,0.63
22012,6,1.0,3.89
22012,7,7.65,4.71
22012,8,5.95,8.19
22012,9,8.25,11.3
22012,10,6.05,7.85
22012,11,6.59,6.12
22012,12,6.97,6.11
22012,13,7.95,6.34
22012,14,7.12,5.73
22012,15,7.12,5.36
22012,16,5.65,6.47
22012,17,7.31,7.67
22012,18,7.29,8.56
22012,19,3.93,4.73
22012,20,2.86,2.23
22012,21,3.18,1.65
22012,22,2.91,1.84
22013,0,6.43,3.06
22013,1,0.0,0.0
22013,2,0.01,0.0
22013,3,0.0,0.0
22013,4,0.0,0.0
22013,6,4.16,1.5
22013,7,7.0,2.74
22013,8,4.42,2.61
22013,9,1.82,3.19
22013,10,1.82,3.97
22013,11,2.47,4.17
22013,12,3.38,4.17
22013,13,4.07,8.53
22013,14,4.45,6.06
22013,15,5.14,7.3
22013,16,6.49,8.34
22013,17,7.29,14.4
22013,18,8.83,10.1
22013,19,7.73,6.91
22013,20,6.65,4.76
22013,21,8.43,4.04
22013,22,9.41,4.17
22014,0,3.57,1.08
22014,1,0.0,0.0
22014,2,0.0,0.0
22014,3,0.0,0.0
22014,4,0.0,1.89
22014,6,0.82,2.48
22014,7,2.5,6.79
22014,8,4.84,12.0
22014,9,5.56,10.35
22014,10,3.82,7.08
22014,11,5.71,5.79
22014,12,6.73,4.89
22014,13,6.83,4.67
22014,14,7.45,4.61
22014,15,6.99,4.12
22014,16,7.75,4.83
22014,17,9.13,6.32
22014,18,11.78,8.51
22014,19,6.73,6.74
22014,20,3.47,3.2
22014,21,2.96,2.55
22014,22,3.37,2.11
22015,0,5.76,5.28
22015,1,0.0,0.0
22015,2,0.0,0.0
22015,3,0.0,0.0
22015,4,0.0,0.0
22015,6,1.57,1.26
22015,7,4.08,3.02
22015,8,2.13,5.28
22015,9,1.26,7.29
22015,10,1.43,5.28
22015,11,2.48,6.78
22015,12,3.12,5.78
22015,13,3.56,6.53
22015,14,4.85,7.79
22015,15,6.03,4.77
22015,16,7.34,5.03
22015,17,10.01,5.78
22015,18,11.94,9.8
22015,19,9.09,6.03
22015,20,7.82,5.78
22015,21,8.6,3.77
22015,22,8.94,4.77
22016,0,3.94,1.51
22016,1,0.0,0.0
22016,2,0.26,0.0
22016,3,0.0,0.0
22016,4,0.0,1.54
22016,6,0.0,3.27
22016,7,3.15,9.11
22016,8,2.36,11.51
22016,9,2.1,10.21
22016,10,3.15,8.19
22016,11,7.61,8.08
22016,12,7.61,5.73
22016,13,5.51,5.88
22016,14,7.35,5.15
22016,15,7.61,4.45
22016,16,7.09,5.25
22016,17,12.07,6.27
22016,18,9.71,6.47
22016,19,9.71,3.48
22016,20,2.62,1.65
22016,21,4.46,1.24
22016,22,3.67,1.02
22017,0,0.0,0.1
22017,1,0.0,0.0
22017,2,0.0,0.0
22017,3,0.0,0.0
22017,4,0.0,0.0
22017,6,93.39,4.82
22017,7,0.46,5.9
22017,8,0.17,5.6
22017,9,0.35,6.18
22017,10,0.12,8.24
22017,11,0.35,8.02
22017,12,0.52,7.0
22017,13,0.7,6.36
22017,14,0.58,6.23
22017,15,0.52,5.47
22017,16,0.29,5.67
22017,17,0.46,8.22
22017,18,0.35,9.03
22017,19,0.7,5.81
22017,20,0.52,2.61
22017,21,0.35,2.41
22017,22,0.17,2.35
22018,0,0.74,0.0
22018,1,0.0,0.0
22018,2,0.0,0.0
22018,3,0.0,0.0
22018,4,1.47,89.34
22018,6,2.38,0.0
22018,7,10.4,0.1
22018,8,9.18,0.21
22018,9,3.52,0.21
22018,10,3.25,0.31
22018,11,3.62,0.31
22018,12,5.33,0.94
22018,13,5.66,0.42
22018,14,4.57,0.21
22018,15,5.33,1.46
22018,16,8.44,2.4
22018,17,8.53,0.63
22018,18,10.14,1.15
22018,19,5.49,1.15
22018,20,5.3,0.42
22018,21,3.83,0.0
22018,22,2.82,0.73
22019,0,0.28,0.08
22019,1,0.0,0.0
22019,2,0.0,0.0
22019,3,0.0,0.0
22019,4,0.0,0.0
22019,6,67.49,5.26
22019,7,1.38,6.82
22019,8,0.55,5.73
22019,9,1.38,6.62
22019,10,1.38,6.7
22019,11,2.2,8.06
22019,12,2.48,7.6
22019,13,1.93,6.89
22019,14,1.65,6.6
22019,15,2.48,6.35
22019,16,3.31,6.59
22019,17,2.2,7.57
22019,18,1.93,6.53
22019,19,2.2,5.74
22019,20,3.03,2.75
22019,21,0.83,2.49
22019,22,3.31,1.64
22020,0,1.23,0.05
22020,1,0.0,0.0
22020,2,0.0,0.0
22020,3,0.0,0.0
22020,4,8.89,94.55
22020,6,2.0,0.17
22020,7,3.64,0.21
22020,8,2.64,0.09
22020,9,2.82,0.52
22020,10,2.44,0.31
22020,11,3.02,0.28
22020,12,3.66,0.19
22020,13,5.14,0.38
22020,14,6.32,0.43
22020,15,8.15,0.38
22020,16,9.64,0.45
22020,17,8.63,0.38
22020,18,7.66,0.28
22020,19,6.21,0.33
22020,20,7.41,0.26
22020,21,5.78,0.28
22020,22,4.74,0.45
22021,0,0.42,0.54
22021,1,0.0,0.0
22021,2,0.0,0.0
22021,3,0.0,0.0
22021,4,0.0,0.0
22021,6,26.89,17.48
22021,7,0.42,8.83
22021,8,2.52,7.52
22021,9,0.42,6.24
22021,10,2.1,6.33
22021,11,2.52,3.66
22021,12,1.26,3.54
22021,13,6.3,3.57
22021,14,4.62,3.33
22021,15,14.71,3.45
22021,16,6.72,4.25
22021,17,4.2,6.51
22021,18,6.72,7.11
22021,19,2.1,5.62
22021,20,4.62,4.04
22021,21,8.82,4.22
22021,22,4.62,3.75
22022,0,0.0,0.0
22022,1,0.0,0.0
22022,2,0.0,0.0
22022,3,0.0,0.0
22022,4,100.0,100.0
22022,6,0.0,0.0
22022,7,0.0,0.0
22022,8,0.0,0.0
22022,9,0.0,0.0
22022,10,0.0,0.0
22022,11,0.0,0.0
22022,12,0.0,0.0
22022,13,0.0,0.0
22022,14,0.0,0.0
22022,15,0.0,0.0
22022,16,0.0,0.0
22022,17,0.0,0.0
22022,18,0.0,0.0
22022,19,0.0,0.0
22022,20,0.0,0.0
22022,21,0.0,0.0
22022,22,0.0,0.0
22023,0,1.45,0.05
22023,1,0.0,0.0
22023,2,0.0,0.0
22023,3,0.0,0.0
22023,4,0.0,0.0
22023,6,4.73,65.19
22023,7,1.45,1.25
22023,8,0.36,2.76
22023,9,0.36,4.99
22023,10,1.82,1.25
22023,11,2.18,1.56
22023,12,9.09,1.93
22023,13,5.09,0.94
22023,14,6.18,1.4
22023,15,7.64,1.3
22023,16,16.73,2.08
22023,17,13.09,4.42
22023,18,13.82,3.64
22023,19,4.36,2.19
22023,20,4.73,1.25
22023,21,4.36,1.72
22023,22,2.55,2.08
22024,0,0.0,0.0
22024,1,0.0,0.0
22024,2,0.0,0.0
22024,3,0.0,0.0
22024,4,100.0,100.0
22024,6,0.0,0.0
22024,7,0.0,0.0
22024,8,0.0,0.0
22024,9,0.0,0.0
22024,10,0.0,0.0
22024,11,0.0,0.0
22024,12,0.0,0.0
22024,13,0.0,0.0
22024,14,0.0,0.0
22024,15,0.0,0.0
22024,16,0.0,0.0
22024,17,0.0,0.0
22024,18,0.0,0.0
22024,19,0.0,0.0
22024,20,0.0,0.0
22024,21,0.0,0.0
22024,22,0.0,0.0
22027,0,0.0,0.0
22027,1,0.0,0.0
22027,2,0.0,0.0
22027,3,0.0,0.0
22027,4,100.0,100.0
22027,6,0.0,0.0
22027,7,0.0,0.0
22027,8,0.0,0.0
22027,9,0.0,0.0
22027,10,0.0,0.0
22027,11,0.0,0.0
22027,12,0.0,0.0
22027,13,0.0,0.0
22027,14,0.0,0.0
22027,15,0.0,0.0
22027,16,0.0,0.0
22027,17,0.0,0.0
22027,18,0.0,0.0
22027,19,0.0,0.0
22027,20,0.0,0.0
22027,21,0.0,0.0
22027,22,0.0,0.0
22029,0,0.0,0.0
22029,1,0.0,0.0
22029,2,0.0,0.0
22029,3,0.0,0.0
22029,4,100.0,100.0
22029,6,0.0,0.0
22029,7,0.0,0.0
22029,8,0.0,0.0
22029,9,0.0,0.0
22029,10,0.0,0.0
22029,11,0.0,0.0
22029,12,0.0,0.0
22029,13,0.0,0.0
22029,14,0.0,0.0
22029,15,0.0,0.0
22029,16,0.0,0.0
22029,17,0.0,0.0
22029,18,0.0,0.0
22029,19,0.0,0.0
22029,20,0.0,0.0
22029,21,0.0,0.0
22029,22,0.0,0.0
22031,0,0.0,0.0
22031,1,0.0,0.0
22031,2,0.0,0.0
22031,3,0.0,0.0
22031,4,100.0,100.0
22031,6,0.0,0.0
22031,7,0.0,0.0
22031,8,0.0,0.0
22031,9,0.0,0.0
22031,10,0.0,0.0
22031,11,0.0,0.0
22031,12,0.0,0.0
22031,13,0.0,0.0
22031,14,0.0,0.0
22031,15,0.0,0.0
22031,16,0.0,0.0
22031,17,0.0,0.0
22031,18,0.0,0.0
22031,19,0.0,0.0
22031,20,0.0,0.0
22031,21,0.0,0.0
22031,22,0.0,0.0
22033,0,0.0,0.0
22033,1,0.0,0.0
22033,2,0.0,0.0
22033,3,0.0,0.0
22033,4,100.0,100.0
22033,6,0.0,0.0
22033,7,0.0,0.0
22033,8,0.0,0.0
22033,9,0.0,0.0
22033,10,0.0,0.0
22033,11,0.0,0.0
22033,12,0.0,0.0
22033,13,0.0,0.0
22033,14,0.0,0.0
22033,15,0.0,0.0
22033,16,0.0,0.0
22033,17,0.0,0.0
22033,18,0.0,0.0
22033,19,0.0,0.0
22033,20,0.0,0.0
22033,21,0.0,0.0
22033,22,0.0,0.0
22035,0,0.16,0.17
22035,1,0.0,0.01
22035,2,0.0,0.0
22035,3,0.0,0.0
22035,4,0.88,1.69
22035,6,1.63,9.31
22035,7,5.64,18.65
22035,8,18.25,23.91
22035,9,8.91,7.86
22035,10,4.4,3.0
22035,11,3.47,2.54
22035,12,4.65,3.93
22035,13,2.58,3.3
22035,14,4.56,2.27
22035,15,6.55,2.12
22035,16,7.5,2.28
22035,17,8.52,4.06
22035,18,14.57,4.12
22035,19,4.6,3.82
22035,20,1.16,3.45
22035,21,1.2,1.85
22035,22,0.77,1.67
22036,0,0.59,2.83
22036,1,0.0,0.46
22036,2,0.0,0.02
22036,3,0.0,0.0
22036,4,0.0,0.0
22036,6,1.81,1.09
